"ID","District ID","District Name","State Name","REGION","School Type","Start of Year Status","Equal Mix schools","Majority Non-White schools","Majority White schools","NA schools","TOTAL schools","Percent Equal Mix schools","Percent Majority Non-White schools","Percent Majority White schools","Percent NA schools","Total students","Size_DESC","White_students","Non-White_students","Percent White_students","Percent Non-White students","DISNDX","DISNDX_DESC"
1.00,"0100005","Albertville City","Alabama","South Region","1-Regular school","1-Open",0.00,6.00,0.00,0.00,6.00,0.00,1.00,0.00,0.00,5900.00,"1,000 - 10,000 students",2102.00,3798.00,0.35,0.64,2.89,"Less than 10"
2.00,"0100006","Marshall County","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,10.00,1.00,13.00,0.00,0.15,0.76,0.07,5951.00,"1,000 - 10,000 students",4039.00,1912.00,0.67,0.32,41.76,"25.1 - 50"
3.00,"0100007","Hoover City","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,13.00,0.00,16.00,0.00,0.18,0.81,0.00,13557.00,"10,001 - 50,000 students",7513.00,6044.00,0.55,0.44,12.05,"10 - 25"
4.00,"0100008","Madison City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,11.00,0.00,11.00,0.00,0.00,1.00,0.00,12473.00,"10,001 - 50,000 students",7068.00,5405.00,0.56,0.43,1.92,"Less than 10"
5.00,"0100011","Leeds City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,2223.00,"1,000 - 10,000 students",1262.00,961.00,0.56,0.43,2.52,"Less than 10"
6.00,"0100012","Boaz City","Alabama","South Region","1-Regular school","1-Open",0.00,1.00,4.00,0.00,5.00,0.00,0.20,0.80,0.00,2471.00,"1,000 - 10,000 students",1253.00,1218.00,0.50,0.49,4.83,"Less than 10"
7.00,"0100013","Trussville City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,5.00,0.00,5.00,0.00,0.00,1.00,0.00,5065.00,"1,000 - 10,000 students",3809.00,1256.00,0.75,0.24,5.85,"Less than 10"
8.00,"0100030","Alexander City","Alabama","South Region","1-Regular school","1-Open",0.00,5.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,2899.00,"1,000 - 10,000 students",1277.00,1622.00,0.44,0.55,5.75,"Less than 10"
9.00,"0100060","Andalusia City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1871.00,"1,000 - 10,000 students",1179.00,692.00,0.63,0.36,4.23,"Less than 10"
10.00,"0100090","Anniston City","Alabama","South Region","1-Regular school","1-Open",0.00,5.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,1892.00,"1,000 - 10,000 students",109.00,1783.00,0.05,0.94,18.01,"10 - 25"
11.00,"0100100","Arab City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,2653.00,"1,000 - 10,000 students",2470.00,183.00,0.93,0.06,7.47,"Less than 10"
12.00,"0100120","Athens City","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,5.00,0.00,8.00,0.00,0.37,0.62,0.00,4840.00,"1,000 - 10,000 students",2727.00,2113.00,0.56,0.43,17.36,"10 - 25"
13.00,"0100180","Attalla City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1538.00,"1,000 - 10,000 students",1027.00,511.00,0.66,0.33,4.92,"Less than 10"
14.00,"0100185","Saraland City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,3354.00,"1,000 - 10,000 students",2433.00,921.00,0.72,0.27,5.54,"Less than 10"
15.00,"0100188","Chickasaw City","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,2654.00,"1,000 - 10,000 students",941.00,1713.00,0.35,0.64,24.05,"10 - 25"
16.00,"0100189","Satsuma City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,1502.00,"1,000 - 10,000 students",1275.00,227.00,0.84,0.15,9.81,"Less than 10"
17.00,"0100190","Alabaster City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,5.00,0.00,5.00,0.00,0.00,1.00,0.00,6425.00,"1,000 - 10,000 students",3379.00,3046.00,0.52,0.47,2.38,"Less than 10"
18.00,"0100194","Pelham City","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,3425.00,"1,000 - 10,000 students",1529.00,1896.00,0.44,0.55,2.62,"Less than 10"
19.00,"0100195","Pike Road City","Alabama","South Region","1-Regular school","1-Open",0.00,1.00,3.00,0.00,4.00,0.00,0.25,0.75,0.00,2695.00,"1,000 - 10,000 students",1452.00,1243.00,0.53,0.46,10.54,"10 - 25"
20.00,"0100197","MAEF Public Charter Schools","Alabama","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,409.00,"Less than 500 students",25.00,384.00,0.06,0.93,,"NA"
21.00,"0100199","University Charter School","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,368.00,"Less than 500 students",195.00,173.00,0.52,0.47,,"NA"
22.00,"0100201","Legacy Prep","Alabama","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,404.00,"Less than 500 students",8.00,396.00,0.01,0.98,,"NA"
23.00,"0100202","Gulf Shores City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,2450.00,"1,000 - 10,000 students",2029.00,421.00,0.82,0.17,2.49,"Less than 10"
24.00,"0100203","LEAD Academy","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,711.00,"500 - 999 students",22.00,689.00,0.03,0.96,8.97,"Less than 10"
25.00,"0100204","i3 Academy","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,625.00,"500 - 999 students",45.00,580.00,0.07,0.92,19.09,"10 - 25"
26.00,"0100207","LIFE Academy","Alabama","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,305.00,"Less than 500 students",2.00,303.00,6.55737704918033e-03,0.99,,"NA"
27.00,"0100208","Breakthrough Charter School","Alabama","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,282.00,"Less than 500 students",90.00,192.00,0.31,0.68,,"NA"
28.00,"0100210","Auburn City","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,10.00,0.00,13.00,0.00,0.23,0.76,0.00,9492.00,"1,000 - 10,000 students",5135.00,4357.00,0.54,0.45,6.71,"Less than 10"
29.00,"0100211","Magic City Acceptance Academy","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,338.00,"Less than 500 students",213.00,125.00,0.63,0.36,,"NA"
30.00,"0100240","Autauga County","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,10.00,0.00,12.00,0.00,0.16,0.83,0.00,9202.00,"1,000 - 10,000 students",5617.00,3585.00,0.61,0.38,19.46,"10 - 25"
31.00,"0100270","Baldwin County","Alabama","South Region","1-Regular school","1-Open",0.00,6.00,35.00,0.00,41.00,0.00,0.14,0.85,0.00,31008.00,"10,001 - 50,000 students",20747.00,10261.00,0.66,0.33,25.14,"25.1 - 50"
32.00,"0100300","Barbour County","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,715.00,"500 - 999 students",67.00,648.00,0.09,0.90,14.24,"10 - 25"
33.00,"0100330","Bessemer City","Alabama","South Region","1-Regular school","1-Open",0.00,7.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,3246.00,"1,000 - 10,000 students",57.00,3189.00,0.01,0.98,30.76,"25.1 - 50"
34.00,"0100360","Bibb County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,8.00,0.00,8.00,0.00,0.00,1.00,0.00,3098.00,"1,000 - 10,000 students",2137.00,961.00,0.68,0.31,32.37,"25.1 - 50"
35.00,"0100390","Birmingham City","Alabama","South Region","1-Regular school","1-Open",0.00,42.00,0.00,0.00,42.00,0.00,1.00,0.00,0.00,20843.00,"10,001 - 50,000 students",225.00,20618.00,0.01,0.98,38.03,"25.1 - 50"
36.00,"0100420","Blount County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,14.00,0.00,14.00,0.00,0.00,1.00,0.00,7798.00,"1,000 - 10,000 students",6300.00,1498.00,0.80,0.19,32.39,"25.1 - 50"
37.00,"0100450","Brewton City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1224.00,"1,000 - 10,000 students",786.00,438.00,0.64,0.35,3.64,"Less than 10"
38.00,"0100480","Bullock County","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,1397.00,"1,000 - 10,000 students",13.00,1384.00,9.30565497494631e-03,0.99,22.12,"10 - 25"
39.00,"0100510","Butler County","Alabama","South Region","1-Regular school","1-Open",0.00,5.00,1.00,0.00,6.00,0.00,0.83,0.16,0.00,2900.00,"1,000 - 10,000 students",996.00,1904.00,0.34,0.65,33.15,"25.1 - 50"
40.00,"0100540","Calhoun County","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,14.00,0.00,17.00,0.00,0.17,0.82,0.00,8050.00,"1,000 - 10,000 students",6194.00,1856.00,0.76,0.23,28.97,"25.1 - 50"
41.00,"0100600","Chambers County","Alabama","South Region","1-Regular school","1-Open",0.00,6.00,3.00,0.00,9.00,0.00,0.66,0.33,0.00,3158.00,"1,000 - 10,000 students",1397.00,1761.00,0.44,0.55,23.14,"10 - 25"
42.00,"0100630","Cherokee County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,7.00,0.00,7.00,0.00,0.00,1.00,0.00,3886.00,"1,000 - 10,000 students",3459.00,427.00,0.89,0.10,19.17,"10 - 25"
43.00,"0100660","Chilton County","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,9.00,0.00,12.00,0.00,0.25,0.75,0.00,7858.00,"1,000 - 10,000 students",5077.00,2781.00,0.64,0.35,23.59,"10 - 25"
44.00,"0100690","Choctaw County","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,1097.00,"1,000 - 10,000 students",299.00,798.00,0.27,0.72,45.84,"25.1 - 50"
45.00,"0100720","Clarke County","Alabama","South Region","1-Regular school","1-Open",0.00,7.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,2171.00,"1,000 - 10,000 students",634.00,1537.00,0.29,0.70,8.66,"Less than 10"
46.00,"0100750","Clay County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,1784.00,"1,000 - 10,000 students",1239.00,545.00,0.69,0.30,10.07,"10 - 25"
47.00,"0100780","Cleburne County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,7.00,0.00,7.00,0.00,0.00,1.00,0.00,2507.00,"1,000 - 10,000 students",2284.00,223.00,0.91,0.08,36.49,"25.1 - 50"
48.00,"0100810","Coffee County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,2485.00,"1,000 - 10,000 students",2038.00,447.00,0.82,0.17,35.68,"25.1 - 50"
49.00,"0100840","Colbert County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,8.00,0.00,8.00,0.00,0.00,1.00,0.00,2621.00,"1,000 - 10,000 students",2063.00,558.00,0.78,0.21,38.25,"25.1 - 50"
50.00,"0100870","Conecuh County","Alabama","South Region","1-Regular school","1-Open",0.00,6.00,1.00,0.00,7.00,0.00,0.85,0.14,0.00,1487.00,"1,000 - 10,000 students",311.00,1176.00,0.20,0.79,51.42,"More than 50"
51.00,"0100900","Coosa County","Alabama","South Region","1-Regular school","1-Open",0.00,1.00,1.00,0.00,2.00,0.00,0.50,0.50,0.00,805.00,"500 - 999 students",409.00,396.00,0.50,0.49,4.93,"Less than 10"
52.00,"0100930","Covington County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,8.00,0.00,8.00,0.00,0.00,1.00,0.00,3040.00,"1,000 - 10,000 students",2689.00,351.00,0.88,0.11,22.63,"10 - 25"
53.00,"0100960","Crenshaw County","Alabama","South Region","1-Regular school","1-Open",0.00,1.00,2.00,0.00,3.00,0.00,0.33,0.66,0.00,2240.00,"1,000 - 10,000 students",1364.00,876.00,0.60,0.39,18.47,"10 - 25"
54.00,"0100990","Cullman City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,5.00,0.00,5.00,0.00,0.00,1.00,0.00,3226.00,"1,000 - 10,000 students",2770.00,456.00,0.85,0.14,6.26,"Less than 10"
55.00,"0101020","Cullman County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,24.00,0.00,24.00,0.00,0.00,1.00,0.00,9693.00,"1,000 - 10,000 students",8208.00,1485.00,0.84,0.15,17.78,"10 - 25"
56.00,"0101050","Dale County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,7.00,0.00,7.00,0.00,0.00,1.00,0.00,3270.00,"1,000 - 10,000 students",2273.00,997.00,0.69,0.30,25.37,"25.1 - 50"
57.00,"0101080","Daleville City","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,1154.00,"1,000 - 10,000 students",508.00,646.00,0.44,0.55,5.39,"Less than 10"
58.00,"0101110","Dallas County","Alabama","South Region","1-Regular school","1-Open",0.00,11.00,0.00,0.00,11.00,0.00,1.00,0.00,0.00,2488.00,"1,000 - 10,000 students",369.00,2119.00,0.14,0.85,55.13,"More than 50"
59.00,"0101140","DeKalb County","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,8.00,0.00,12.00,0.00,0.33,0.66,0.00,8717.00,"1,000 - 10,000 students",4588.00,4129.00,0.52,0.47,42.01,"25.1 - 50"
60.00,"0101170","Decatur City","Alabama","South Region","1-Regular school","1-Open",0.00,16.00,1.00,0.00,17.00,0.00,0.94,0.05,0.00,8707.00,"1,000 - 10,000 students",2658.00,6049.00,0.30,0.69,22.66,"10 - 25"
61.00,"0101200","Demopolis City","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,2064.00,"1,000 - 10,000 students",871.00,1193.00,0.42,0.57,3.61,"Less than 10"
62.00,"0101230","Dothan City","Alabama","South Region","1-Regular school","1-Open",0.00,15.00,1.00,0.00,16.00,0.00,0.93,0.06,0.00,8021.00,"1,000 - 10,000 students",2171.00,5850.00,0.27,0.72,25.18,"25.1 - 50"
63.00,"0101260","Elba City","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,685.00,"500 - 999 students",330.00,355.00,0.48,0.51,0.23,"Less than 10"
64.00,"0101290","Elmore County","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,11.00,0.00,15.00,0.00,0.26,0.73,0.00,11419.00,"10,001 - 50,000 students",7257.00,4162.00,0.63,0.36,33.70,"25.1 - 50"
65.00,"0101320","Enterprise City","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,5.00,0.00,9.00,0.00,0.44,0.55,0.00,6651.00,"1,000 - 10,000 students",3588.00,3063.00,0.53,0.46,11.17,"10 - 25"
66.00,"0101350","Escambia County","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,6.00,0.00,10.00,0.00,0.40,0.60,0.00,4208.00,"1,000 - 10,000 students",2087.00,2121.00,0.49,0.50,49.53,"25.1 - 50"
67.00,"0101380","Etowah County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,21.00,0.00,21.00,0.00,0.00,1.00,0.00,8695.00,"1,000 - 10,000 students",7432.00,1263.00,0.85,0.14,18.32,"10 - 25"
68.00,"0101410","Eufaula City","Alabama","South Region","1-Regular school","1-Open",0.00,5.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,6289.00,"1,000 - 10,000 students",2635.00,3654.00,0.41,0.58,20.47,"10 - 25"
69.00,"0101440","Fairfield City","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,1411.00,"1,000 - 10,000 students",5.00,1406.00,3.54358610914245e-03,0.99,26.58,"25.1 - 50"
70.00,"0101470","Fayette County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,6.00,0.00,6.00,0.00,0.00,1.00,0.00,2163.00,"1,000 - 10,000 students",1718.00,445.00,0.79,0.20,34.33,"25.1 - 50"
71.00,"0101530","Florence City","Alabama","South Region","1-Regular school","1-Open",0.00,6.00,2.00,0.00,8.00,0.00,0.75,0.25,0.00,4489.00,"1,000 - 10,000 students",2090.00,2399.00,0.46,0.53,18.95,"10 - 25"
72.00,"0101560","Fort Payne City","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,3.00,0.00,5.00,0.00,0.40,0.60,0.00,3515.00,"1,000 - 10,000 students",1771.00,1744.00,0.50,0.49,3.59,"Less than 10"
73.00,"0101590","Franklin County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,9.00,0.00,9.00,0.00,0.00,1.00,0.00,3637.00,"1,000 - 10,000 students",2839.00,798.00,0.78,0.21,43.33,"25.1 - 50"
74.00,"0101620","Gadsden City","Alabama","South Region","1-Regular school","1-Open",0.00,9.00,3.00,0.00,12.00,0.00,0.75,0.25,0.00,4939.00,"1,000 - 10,000 students",1499.00,3440.00,0.30,0.69,30.99,"25.1 - 50"
75.00,"0101640","Geneva City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1252.00,"1,000 - 10,000 students",1009.00,243.00,0.80,0.19,3.64,"Less than 10"
76.00,"0101660","Geneva County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,9.00,0.00,9.00,0.00,0.00,1.00,0.00,2784.00,"1,000 - 10,000 students",2110.00,674.00,0.75,0.24,9.41,"Less than 10"
77.00,"0101680","Greene County","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,913.00,"500 - 999 students",2.00,911.00,2.19058050383352e-03,0.99,36.99,"25.1 - 50"
78.00,"0101690","Guntersville City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,1851.00,"1,000 - 10,000 students",1409.00,442.00,0.76,0.23,5.83,"Less than 10"
79.00,"0101710","Hale County","Alabama","South Region","1-Regular school","1-Open",0.00,5.00,1.00,0.00,6.00,0.00,0.83,0.16,0.00,2318.00,"1,000 - 10,000 students",640.00,1678.00,0.27,0.72,59.39,"More than 50"
80.00,"0101720","Haleyville City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1644.00,"1,000 - 10,000 students",1334.00,310.00,0.81,0.18,3.03,"Less than 10"
81.00,"0101730","Hartselle City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,6.00,0.00,6.00,0.00,0.00,1.00,0.00,3638.00,"1,000 - 10,000 students",3176.00,462.00,0.87,0.12,8.97,"Less than 10"
82.00,"0101740","Henry County","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,3.00,1.00,6.00,0.00,0.33,0.50,0.16,2530.00,"1,000 - 10,000 students",1626.00,904.00,0.64,0.35,30.56,"25.1 - 50"
83.00,"0101760","Homewood City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,5.00,0.00,5.00,0.00,0.00,1.00,0.00,4371.00,"1,000 - 10,000 students",2960.00,1411.00,0.67,0.32,16.68,"10 - 25"
84.00,"0101770","Houston County","Alabama","South Region","1-Regular school","1-Open",0.00,1.00,12.00,0.00,13.00,0.00,0.07,0.92,0.00,6883.00,"1,000 - 10,000 students",4892.00,1991.00,0.71,0.28,17.20,"10 - 25"
85.00,"0101800","Huntsville City","Alabama","South Region","1-Regular school","1-Open",0.00,29.00,14.00,0.00,43.00,0.00,0.67,0.32,0.00,23776.00,"10,001 - 50,000 students",8736.00,15040.00,0.36,0.63,51.21,"More than 50"
86.00,"0101830","Jackson County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,16.00,0.00,16.00,0.00,0.00,1.00,0.00,5200.00,"1,000 - 10,000 students",3824.00,1376.00,0.73,0.26,11.08,"10 - 25"
87.00,"0101860","Jacksonville City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,1752.00,"1,000 - 10,000 students",1014.00,738.00,0.57,0.42,5.01,"Less than 10"
88.00,"0101890","Jasper City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,5.00,0.00,5.00,0.00,0.00,1.00,0.00,2770.00,"1,000 - 10,000 students",1793.00,977.00,0.64,0.35,7.65,"Less than 10"
89.00,"0101920","Jefferson County","Alabama","South Region","1-Regular school","1-Open",0.00,39.00,16.00,0.00,55.00,0.00,0.70,0.29,0.00,35759.00,"10,001 - 50,000 students",11508.00,24251.00,0.32,0.67,56.62,"More than 50"
90.00,"0101950","Lamar County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,2201.00,"1,000 - 10,000 students",1862.00,339.00,0.84,0.15,6.69,"Less than 10"
91.00,"0101980","Lanett City","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,963.00,"500 - 999 students",62.00,901.00,0.06,0.93,10.56,"10 - 25"
92.00,"0102010","Lauderdale County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,9.00,0.00,9.00,0.00,0.00,1.00,0.00,5045.00,"1,000 - 10,000 students",4606.00,439.00,0.91,0.08,23.01,"10 - 25"
93.00,"0102040","Lawrence County","Alabama","South Region","1-Regular school","1-Open",0.00,1.00,10.00,0.00,11.00,0.00,0.09,0.90,0.00,4681.00,"1,000 - 10,000 students",3620.00,1061.00,0.77,0.22,18.04,"10 - 25"
94.00,"0102070","Lee County","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,12.00,0.00,14.00,0.00,0.14,0.85,0.00,9312.00,"1,000 - 10,000 students",5904.00,3408.00,0.63,0.36,15.39,"10 - 25"
95.00,"0102100","Limestone County","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,14.00,0.00,16.00,0.00,0.12,0.87,0.00,15887.00,"10,001 - 50,000 students",10533.00,5354.00,0.66,0.33,20.99,"10 - 25"
96.00,"0102130","Linden City","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,434.00,"Less than 500 students",15.00,419.00,0.03,0.96,11.37,"10 - 25"
97.00,"0102160","Lowndes County","Alabama","South Region","1-Regular school","1-Open",0.00,7.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,1176.00,"1,000 - 10,000 students",31.00,1145.00,0.02,0.97,34.05,"25.1 - 50"
98.00,"0102190","Macon County","Alabama","South Region","1-Regular school","1-Open",0.00,6.00,0.00,0.00,6.00,0.00,1.00,0.00,0.00,1790.00,"1,000 - 10,000 students",35.00,1755.00,0.01,0.98,44.21,"25.1 - 50"
99.00,"0102220","Madison County","Alabama","South Region","1-Regular school","1-Open",0.00,7.00,21.00,0.00,28.00,0.00,0.25,0.75,0.00,20551.00,"10,001 - 50,000 students",11751.00,8800.00,0.57,0.42,17.58,"10 - 25"
100.00,"0102250","Marengo County","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,1.00,0.00,3.00,0.00,0.66,0.33,0.00,953.00,"500 - 999 students",340.00,613.00,0.35,0.64,62.57,"More than 50"
101.00,"0102310","Marion County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,10.00,0.00,10.00,0.00,0.00,1.00,0.00,3314.00,"1,000 - 10,000 students",2884.00,430.00,0.87,0.12,19.85,"10 - 25"
102.00,"0102350","Midfield City","Alabama","South Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,1045.00,"1,000 - 10,000 students",7.00,1038.00,6.69856459330144e-03,0.99,27.18,"25.1 - 50"
103.00,"0102370","Mobile County","Alabama","South Region","1-Regular school","1-Open",0.00,49.00,32.00,0.00,81.00,0.00,0.60,0.39,0.00,51170.00,"50,001 - 100,000 students",18593.00,32577.00,0.36,0.63,54.63,"More than 50"
104.00,"0102400","Monroe County","Alabama","South Region","1-Regular school","1-Open",0.00,5.00,2.00,0.00,7.00,0.00,0.71,0.28,0.00,3077.00,"1,000 - 10,000 students",1258.00,1819.00,0.40,0.59,64.21,"More than 50"
105.00,"0102430","Montgomery County","Alabama","South Region","1-Regular school","1-Open",0.00,49.00,0.00,0.00,49.00,0.00,1.00,0.00,0.00,26571.00,"10,001 - 50,000 students",1624.00,24947.00,0.06,0.93,52.40,"More than 50"
106.00,"0102480","Morgan County","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,17.00,0.00,17.00,0.00,0.00,1.00,0.00,7691.00,"1,000 - 10,000 students",6136.00,1555.00,0.79,0.20,33.34,"25.1 - 50"
107.00,"0102490","Mountain Brook City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,6.00,0.00,6.00,0.00,0.00,1.00,0.00,4409.00,"1,000 - 10,000 students",4152.00,257.00,0.94,0.05,5.93,"Less than 10"
108.00,"0102520","Muscle Shoals City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,6.00,0.00,6.00,0.00,0.00,1.00,0.00,2896.00,"1,000 - 10,000 students",1969.00,927.00,0.67,0.32,4.28,"Less than 10"
109.00,"0102550","Oneonta City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1403.00,"1,000 - 10,000 students",889.00,514.00,0.63,0.36,4.45,"Less than 10"
110.00,"0102580","Opelika City","Alabama","South Region","1-Regular school","1-Open",0.00,8.00,0.00,0.00,8.00,0.00,1.00,0.00,0.00,5048.00,"1,000 - 10,000 students",1450.00,3598.00,0.28,0.71,13.55,"10 - 25"
111.00,"0102610","Opp City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1329.00,"1,000 - 10,000 students",956.00,373.00,0.71,0.28,5.22,"Less than 10"
112.00,"0102635","Oxford City","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,2.00,0.00,6.00,0.00,0.66,0.33,0.00,4203.00,"1,000 - 10,000 students",2098.00,2105.00,0.49,0.50,7.65,"Less than 10"
113.00,"0102640","Ozark City","Alabama","South Region","1-Regular school","1-Open",0.00,4.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,2054.00,"1,000 - 10,000 students",775.00,1279.00,0.37,0.62,5.03,"Less than 10"
114.00,"0102650","Pell City","Alabama","South Region","1-Regular school","1-Open",0.00,0.00,8.00,0.00,8.00,0.00,0.00,1.00,0.00,4157.00,"1,000 - 10,000 students",3253.00,904.00,0.78,0.21,7.00,"Less than 10"
115.00,"0102670","Perry County","Alabama","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,935.00,"500 - 999 students",1.00,934.00,1.06951871657754e-03,0.99,48.39,"25.1 - 50"
