"ID","District ID","District Name","State Name","REGION","School Type","Start of Year Status","Equal Mix schools","Majority Non-White schools","Majority White schools","NA schools","TOTAL schools","Percent Equal Mix schools","Percent Majority Non-White schools","Percent Majority White schools","Percent NA schools","Total students","Size_DESC","White_students","Non-White_students","Percent White_students","Percent Non-White students","DISNDX","DISNDX_DESC"
12825.00,"3910005","Jackson Center Local","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,549.00,"500 - 999 students",530.00,19.00,0.96,0.03,20.83,"10 - 25"
12826.00,"3910006","Salem City","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,5.00,0.00,5.00,0.00,0.00,1.00,0.00,1934.00,"1,000 - 10,000 students",1664.00,270.00,0.86,0.13,8.51,"Less than 10"
12827.00,"3910007","Leetonia Exempted Village School District","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,490.00,"Less than 500 students",475.00,15.00,0.96,0.03,12.63,"10 - 25"
12828.00,"3910008","Crestline Exempted Village","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,595.00,"500 - 999 students",544.00,51.00,0.91,0.08,8.82,"Less than 10"
12829.00,"3910009","Shelby City","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1853.00,"1,000 - 10,000 students",1757.00,96.00,0.94,0.05,1.78,"Less than 10"
12830.00,"3910010","Miami Trace Local","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,2573.00,"1,000 - 10,000 students",2310.00,263.00,0.89,0.10,6.60,"Less than 10"
12831.00,"3910011","Washington Court House City","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,2022.00,"1,000 - 10,000 students",1713.00,309.00,0.84,0.15,13.68,"10 - 25"
12832.00,"3910012","Mount Vernon City","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,8.00,0.00,8.00,0.00,0.00,1.00,0.00,3536.00,"1,000 - 10,000 students",3191.00,345.00,0.90,0.09,7.91,"Less than 10"
12833.00,"3910013","East Knox Local","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,921.00,"500 - 999 students",856.00,65.00,0.92,0.07,13.72,"10 - 25"
12834.00,"3910014","Riverside Local","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,8.00,0.00,8.00,0.00,0.00,1.00,0.00,4256.00,"1,000 - 10,000 students",3433.00,823.00,0.80,0.19,12.35,"10 - 25"
12835.00,"3910015","Painesville City Local","Ohio","Midwest Region","1-Regular school","1-Open",0.00,6.00,1.00,0.00,7.00,0.00,0.85,0.14,0.00,2650.00,"1,000 - 10,000 students",491.00,2159.00,0.18,0.81,6.53,"Less than 10"
12836.00,"3910016","Orange City","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,2010.00,"1,000 - 10,000 students",1400.00,610.00,0.69,0.30,2.60,"Less than 10"
12837.00,"3910017","Bedford City","Ohio","Midwest Region","1-Regular school","1-Open",0.00,7.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,2799.00,"1,000 - 10,000 students",200.00,2599.00,0.07,0.92,8.64,"Less than 10"
12838.00,"3910018","Warren Local","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,3.00,1.00,4.00,0.00,0.00,0.75,0.25,2009.00,"1,000 - 10,000 students",1894.00,115.00,0.94,0.05,2.52,"Less than 10"
12839.00,"3910019","Marietta City","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,4.00,1.00,5.00,0.00,0.00,0.80,0.20,2148.00,"1,000 - 10,000 students",1954.00,194.00,0.90,0.09,4.43,"Less than 10"
12840.00,"3910020","Clyde-Green Springs Exempted Village","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,2074.00,"1,000 - 10,000 students",1741.00,333.00,0.83,0.16,2.80,"Less than 10"
12841.00,"3910021","Old Fort Local","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,745.00,"500 - 999 students",655.00,90.00,0.87,0.12,0.60,"Less than 10"
12842.00,"3910022","Lincolnview Local","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,792.00,"500 - 999 students",754.00,38.00,0.95,0.04,3.27,"Less than 10"
12843.00,"3910023","Van Wert City","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,2024.00,"1,000 - 10,000 students",1750.00,274.00,0.86,0.13,5.40,"Less than 10"
12844.00,"3910024","Upper Sandusky Exempted Village","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,5.00,0.00,5.00,0.00,0.00,1.00,0.00,1575.00,"1,000 - 10,000 students",1409.00,166.00,0.89,0.10,4.26,"Less than 10"
12845.00,"3910025","Kenton City","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1836.00,"1,000 - 10,000 students",1676.00,160.00,0.91,0.08,4.39,"Less than 10"
12846.00,"3910026","Clay Local","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,621.00,"500 - 999 students",579.00,42.00,0.93,0.06,7.13,"Less than 10"
12847.00,"3910027","Portsmouth City","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1630.00,"1,000 - 10,000 students",1147.00,483.00,0.70,0.29,5.39,"Less than 10"
12848.00,"3910028","Rittman Exempted Village","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,864.00,"500 - 999 students",797.00,67.00,0.92,0.07,14.70,"10 - 25"
12849.00,"3910029","Wadsworth City","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,8.00,1.00,9.00,0.00,0.00,0.88,0.11,4464.00,"1,000 - 10,000 students",4034.00,430.00,0.90,0.09,6.60,"Less than 10"
12850.00,"3910030","Celina City","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,7.00,0.00,7.00,0.00,0.00,1.00,0.00,2534.00,"1,000 - 10,000 students",2132.00,402.00,0.84,0.15,8.28,"Less than 10"
12851.00,"3910031","Marion Local","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,936.00,"500 - 999 students",915.00,21.00,0.97,0.02,5.69,"Less than 10"
12852.00,"3910032","Wooster City","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,7.00,0.00,7.00,0.00,0.00,1.00,0.00,3296.00,"1,000 - 10,000 students",2765.00,531.00,0.83,0.16,8.54,"Less than 10"
12853.00,"3910033","Northwestern Local","Ohio","Midwest Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1266.00,"1,000 - 10,000 students",1206.00,60.00,0.95,0.04,3.02,"Less than 10"
12854.00,"4000013","TIMBERLAKE","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,276.00,"Less than 500 students",236.00,40.00,0.85,0.14,2.50,"Less than 10"
12855.00,"4000014","BURNS FLAT-DILL CITY","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,493.00,"Less than 500 students",340.00,153.00,0.68,0.31,3.39,"Less than 10"
12856.00,"4000015","THOMAS-FAY-CUSTER UNIFIED DIST","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,465.00,"Less than 500 students",337.00,128.00,0.72,0.27,1.72,"Less than 10"
12857.00,"4000020","FRONTIER","Oklahoma","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,342.00,"Less than 500 students",76.00,266.00,0.22,0.77,0.18,"Less than 10"
12858.00,"4000021","OKLAHOMA UNION","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,2.00,0.00,3.00,0.00,0.33,0.66,0.00,611.00,"500 - 999 students",311.00,300.00,0.50,0.49,2.98,"Less than 10"
12859.00,"4000032","HYDRO-EAKLY","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,487.00,"Less than 500 students",328.00,159.00,0.67,0.32,1.80,"Less than 10"
12860.00,"4000033","KEYS","Oklahoma","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,750.00,"500 - 999 students",246.00,504.00,0.32,0.67,2.24,"Less than 10"
12861.00,"4000751","DEBORAH BROWN CHARTER","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,208.00,"Less than 500 students",2.00,206.00,9.61538461538462e-03,0.99,,"NA"
12862.00,"4000753","DOVE SCHOOLS OF TULSA","Oklahoma","South Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,1242.00,"1,000 - 10,000 students",169.00,1073.00,0.13,0.86,10.99,"10 - 25"
12863.00,"4000755","CHEROKEE IMMERSION CHARTER SCH","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,103.00,"Less than 500 students",0.00,103.00,0.00,1.00,,"NA"
12864.00,"4000766","KIPP REACH COLL (CHARTER)","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,454.00,"Less than 500 students",12.00,442.00,0.02,0.97,,"NA"
12865.00,"4000769","LIGHTHOUSE ACADEMY (CHARTER)","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,568.00,"500 - 999 students",23.00,545.00,0.04,0.95,,"NA"
12866.00,"4000772","SANKOFA CHARTER","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,70.00,"Less than 500 students",0.00,70.00,0.00,1.00,,"NA"
12867.00,"4000773","HARDING FINE ARTS (CHARTER)","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,380.00,"Less than 500 students",139.00,241.00,0.36,0.63,,"NA"
12868.00,"4000774","SCHL ARTS/SCI (CHARTER)","Oklahoma","South Region","1-Regular school","1-Open",1.00,1.00,0.00,0.00,2.00,0.50,0.50,0.00,0.00,526.00,"500 - 999 students",255.00,271.00,0.48,0.51,3.38,"Less than 10"
12869.00,"4000775","HUPFELD/W VILLAGE (CHARTER)","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,302.00,"Less than 500 students",23.00,279.00,0.07,0.92,,"NA"
12870.00,"4000777","EPIC VIRTUAL CHARTER","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,28478.00,"10,001 - 50,000 students",14759.00,13719.00,0.51,0.48,2.51,"Less than 10"
12871.00,"4000778","OKLAHOMA VIRTUAL CHARTER ACAD","Oklahoma","South Region","1-Regular school","1-Open",0.00,2.00,1.00,0.00,3.00,0.00,0.66,0.33,0.00,3259.00,"1,000 - 10,000 students",1518.00,1741.00,0.46,0.53,9.37,"Less than 10"
12872.00,"4000780","KIPP (CHARTER)","Oklahoma","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,564.00,"500 - 999 students",11.00,553.00,0.01,0.98,6.85,"Less than 10"
12873.00,"4000782","GRAHAM-DUSTIN","Oklahoma","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,143.00,"Less than 500 students",42.00,101.00,0.29,0.70,7.40,"Less than 10"
12874.00,"4000783","ASTEC CHARTERS","Oklahoma","South Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,1166.00,"1,000 - 10,000 students",45.00,1121.00,0.03,0.96,8.21,"Less than 10"
12875.00,"4000785","INSIGHT SCHOOL OF OKLAHOMA","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,1.00,0.00,2.00,0.00,0.50,0.50,0.00,949.00,"500 - 999 students",491.00,458.00,0.51,0.48,7.54,"Less than 10"
12876.00,"4000786","OKLAHOMA CONNECTIONS ACADEMY","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,2.00,0.00,3.00,0.00,0.33,0.66,0.00,1234.00,"1,000 - 10,000 students",668.00,566.00,0.54,0.45,10.38,"10 - 25"
12877.00,"4000787","JOHN W REX CHARTER","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,735.00,"500 - 999 students",272.00,463.00,0.37,0.62,,"NA"
12878.00,"4000791","COLLEGE BOUND(CHARTER)","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,445.00,"Less than 500 students",29.00,416.00,0.06,0.93,,"NA"
12879.00,"4000792","HONOR ACADEMY(CHARTER)","Oklahoma","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,883.00,"500 - 999 students",61.00,822.00,0.06,0.93,15.76,"10 - 25"
12880.00,"4000793","COLLEGIATE HALL(CHARTER)","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,322.00,"Less than 500 students",62.00,260.00,0.19,0.80,,"NA"
12881.00,"4000795","CARLTON LANDING ACADEMY","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,46.00,"Less than 500 students",27.00,19.00,0.58,0.41,,"NA"
12882.00,"4000796","SANTA FE SOUTH (CHARTER)","Oklahoma","South Region","1-Regular school","1-Open",0.00,7.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,3790.00,"1,000 - 10,000 students",62.00,3728.00,0.01,0.98,15.47,"10 - 25"
12883.00,"4000797","OLUSTEE-ELDORADO","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,196.00,"Less than 500 students",120.00,76.00,0.61,0.38,4.91,"Less than 10"
12884.00,"4000798","DAVIDSON","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,28.00,"Less than 500 students",10.00,18.00,0.35,0.64,,"NA"
12885.00,"4000799","DOVE SCHOOLS OF OKC","Oklahoma","South Region","1-Regular school","1-Open",0.00,5.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,1854.00,"1,000 - 10,000 students",197.00,1657.00,0.10,0.89,24.21,"10 - 25"
12886.00,"4000801","LE MONDE INTERNATIONAL","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,371.00,"Less than 500 students",363.00,8.00,0.97,0.02,,"NA"
12887.00,"4000802","NORTH ROCK CREEK","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,1208.00,"1,000 - 10,000 students",691.00,517.00,0.57,0.42,8.09,"Less than 10"
12888.00,"4000803","ACADEMY OF SEMINOLE","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,274.00,"Less than 500 students",185.00,89.00,0.67,0.32,0.14,"Less than 10"
12889.00,"4000804","E-SCHOOL VIRTUAL ACADEMY","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,612.00,"500 - 999 students",326.00,286.00,0.53,0.46,2.61,"Less than 10"
12890.00,"4000805","SOVEREIGN COMMUNITY SCHOOL","Oklahoma","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,121.00,"Less than 500 students",3.00,118.00,0.02,0.97,22.59,"10 - 25"
12891.00,"4000806","DOVE VIRTUAL ACADEMY","Oklahoma","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,89.00,"Less than 500 students",33.00,56.00,0.37,0.62,22.56,"10 - 25"
12892.00,"4000807","Comanche Academy","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,64.00,"Less than 500 students",1.00,63.00,0.01,0.98,,"NA"
12893.00,"4000808","WESTERN GATEWAY","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,234.00,"Less than 500 students",33.00,201.00,0.14,0.85,,"NA"
12894.00,"4000809","HARDING INDEPENDENCE","Oklahoma","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,950.00,"500 - 999 students",230.00,720.00,0.24,0.75,9.57,"Less than 10"
12895.00,"4002370","ACHILLE","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,309.00,"Less than 500 students",188.00,121.00,0.60,0.39,5.11,"Less than 10"
12896.00,"4002430","ADA","Oklahoma","South Region","1-Regular school","1-Open",0.00,6.00,0.00,0.00,6.00,0.00,1.00,0.00,0.00,2657.00,"1,000 - 10,000 students",976.00,1681.00,0.36,0.63,6.84,"Less than 10"
12897.00,"4002460","ADAIR","Oklahoma","South Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,1041.00,"1,000 - 10,000 students",466.00,575.00,0.44,0.55,2.45,"Less than 10"
12898.00,"4002520","AFTON","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,477.00,"Less than 500 students",255.00,222.00,0.53,0.46,7.62,"Less than 10"
12899.00,"4002550","AGRA","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,325.00,"Less than 500 students",241.00,84.00,0.74,0.25,4.63,"Less than 10"
12900.00,"4002580","ALBION","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,46.00,"Less than 500 students",11.00,35.00,0.23,0.76,,"NA"
12901.00,"4002670","ALEX","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,304.00,"Less than 500 students",220.00,84.00,0.72,0.27,7.83,"Less than 10"
12902.00,"4002720","ALINE-CLEO","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,106.00,"Less than 500 students",91.00,15.00,0.85,0.14,2.56,"Less than 10"
12903.00,"4002760","ALLEN","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,449.00,"Less than 500 students",250.00,199.00,0.55,0.44,3.05,"Less than 10"
12904.00,"4002790","ALLEN-BOWDEN","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,277.00,"Less than 500 students",132.00,145.00,0.47,0.52,,"NA"
12905.00,"4002850","ALTUS","Oklahoma","South Region","1-Regular school","1-Open",0.00,6.00,1.00,0.00,7.00,0.00,0.85,0.14,0.00,3527.00,"1,000 - 10,000 students",1519.00,2008.00,0.43,0.56,11.38,"10 - 25"
12906.00,"4002880","ALVA","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,5.00,0.00,5.00,0.00,0.00,1.00,0.00,1039.00,"1,000 - 10,000 students",781.00,258.00,0.75,0.24,7.47,"Less than 10"
12907.00,"4002910","AMBER-POCASSET","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,415.00,"Less than 500 students",310.00,105.00,0.74,0.25,8.32,"Less than 10"
12908.00,"4003000","ANADARKO","Oklahoma","South Region","1-Regular school","1-Open",0.00,5.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,1427.00,"1,000 - 10,000 students",196.00,1231.00,0.13,0.86,6.40,"Less than 10"
12909.00,"4003010","ANDERSON","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,268.00,"Less than 500 students",155.00,113.00,0.57,0.42,,"NA"
12910.00,"4003060","ANTLERS","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,965.00,"500 - 999 students",520.00,445.00,0.53,0.46,3.67,"Less than 10"
12911.00,"4003120","ARAPAHO-BUTLER","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,474.00,"Less than 500 students",327.00,147.00,0.68,0.31,6.36,"Less than 10"
12912.00,"4003180","ARDMORE","Oklahoma","South Region","1-Regular school","1-Open",0.00,6.00,0.00,0.00,6.00,0.00,1.00,0.00,0.00,2591.00,"1,000 - 10,000 students",796.00,1795.00,0.30,0.69,8.47,"Less than 10"
12913.00,"4003210","ARKOMA","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,373.00,"Less than 500 students",229.00,144.00,0.61,0.38,4.61,"Less than 10"
12914.00,"4003240","ARNETT","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,162.00,"Less than 500 students",129.00,33.00,0.79,0.20,13.81,"10 - 25"
12915.00,"4003300","ASHER","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,278.00,"Less than 500 students",175.00,103.00,0.62,0.37,2.72,"Less than 10"
12916.00,"4003360","ATOKA","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,1.00,0.00,2.00,0.00,0.50,0.50,0.00,868.00,"500 - 999 students",382.00,486.00,0.44,0.55,8.57,"Less than 10"
12917.00,"4003450","AVANT","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,73.00,"Less than 500 students",42.00,31.00,0.57,0.42,,"NA"
12918.00,"4003510","BALKO","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,137.00,"Less than 500 students",114.00,23.00,0.83,0.16,8.42,"Less than 10"
12919.00,"4003540","BANNER","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,290.00,"Less than 500 students",187.00,103.00,0.64,0.35,,"NA"
12920.00,"4003570","BARNSDALL","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,340.00,"Less than 500 students",188.00,152.00,0.55,0.44,6.98,"Less than 10"
12921.00,"4003630","BARTLESVILLE","Oklahoma","South Region","1-Regular school","1-Open",0.00,5.00,4.00,0.00,9.00,0.00,0.55,0.44,0.00,6182.00,"1,000 - 10,000 students",3241.00,2941.00,0.52,0.47,8.53,"Less than 10"
12922.00,"4003660","BATTIEST","Oklahoma","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,225.00,"Less than 500 students",95.00,130.00,0.42,0.57,6.19,"Less than 10"
12923.00,"4003690","BEARDEN","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,140.00,"Less than 500 students",58.00,82.00,0.41,0.58,,"NA"
12924.00,"4003750","BEAVER","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,260.00,"Less than 500 students",157.00,103.00,0.60,0.39,4.28,"Less than 10"
12925.00,"4003810","BEGGS","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1073.00,"1,000 - 10,000 students",566.00,507.00,0.52,0.47,3.03,"Less than 10"
12926.00,"4003840","BELFONTE","Oklahoma","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,162.00,"Less than 500 students",40.00,122.00,0.24,0.75,52.37,"More than 50"
12927.00,"4003930","BENNINGTON","Oklahoma","South Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,294.00,"Less than 500 students",141.00,153.00,0.47,0.52,1.96,"Less than 10"
12928.00,"4004020","BERRYHILL","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1150.00,"1,000 - 10,000 students",632.00,518.00,0.54,0.45,7.55,"Less than 10"
12929.00,"4004110","BETHANY","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,3.00,0.00,4.00,0.00,0.25,0.75,0.00,1747.00,"1,000 - 10,000 students",1077.00,670.00,0.61,0.38,3.95,"Less than 10"
12930.00,"4004230","BETHEL","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1207.00,"1,000 - 10,000 students",792.00,415.00,0.65,0.34,4.89,"Less than 10"
12931.00,"4004350","BIG PASTURE","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,201.00,"Less than 500 students",139.00,62.00,0.69,0.30,11.91,"10 - 25"
12932.00,"4004360","BILLINGS","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,59.00,"Less than 500 students",38.00,21.00,0.64,0.35,8.14,"Less than 10"
12933.00,"4004470","BISHOP","Oklahoma","South Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,570.00,"500 - 999 students",154.00,416.00,0.27,0.72,,"NA"
12934.00,"4004500","BIXBY","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,10.00,0.00,10.00,0.00,0.00,1.00,0.00,7800.00,"1,000 - 10,000 students",4696.00,3104.00,0.60,0.39,7.85,"Less than 10"
12935.00,"4004630","BLACKWELL","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1121.00,"1,000 - 10,000 students",718.00,403.00,0.64,0.35,5.81,"Less than 10"
12936.00,"4004650","BLAIR","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,199.00,"Less than 500 students",129.00,70.00,0.64,0.35,7.08,"Less than 10"
12937.00,"4004680","BLANCHARD","Oklahoma","South Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,2240.00,"1,000 - 10,000 students",1610.00,630.00,0.71,0.28,1.71,"Less than 10"
